predicate_id	object_id	object_label	object_source	confidence	match_string	is_longest_match	matches_whole_text	match_type	info	object_aliases	subject_start	subject_end	subject_label	subject_source	subject_text_id
None	HGNC:1665	SCARB2	None	None	None	None	True	None	None		1	27	lysosome membrane protein 2	None	None
None	HGNC:11918	TNFRSF4	None	None	None	None	True	None	None		1	51	tumor necrosis factor receptor superfamily member 4	None	None
None	HGNC:11908	TNFRSF11A	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 11a	None	None
None	HGNC:11931	TNFSF15	None	None	None	None	True	None	None		1	50	tumor necrosis factor ligand superfamily member 15	None	None
None	MESH:C095362	limbic system-associated membrane protein	None	None	None	None	True	None	None		1	41	limbic system-associated membrane protein	None	None
None	HGNC:6705	LSAMP	None	None	None	None	True	None	None		1	41	limbic system-associated membrane protein	None	None
None	HGNC:11273	SPTAN1	None	None	None	None	True	None	None		1	40	spectrin alpha chain, non-erythrocytic 1	None	None
None	HGNC:3551	F9	None	None	None	None	True	None	None		1	21	coagulation factor ix	None	None
None	HGNC:6395	KPNA2	None	None	None	None	True	None	None		1	24	importin subunit alpha-1	None	None
None	HGNC:11913	TNFRSF17	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 17	None	None
None	HGNC:18731	PDCD1LG2	None	None	None	None	True	None	None		1	32	programmed cell death 1 ligand 2	None	None
None	HGNC:7203	CD200	None	None	None	None	True	None	None		1	26	ox-2 membrane glycoprotein	None	None
None	MESH:C042739	antigens, CD200	None	None	None	None	True	None	None		1	26	ox-2 membrane glycoprotein	None	None
None	HGNC:11904	TNFRSF10A	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 10a	None	None
None	GO:0004067	asparaginase activity	None	None	None	None	True	None	None		1	21	asparaginase activity	None	None
None	HGNC:18121	MFRP	None	None	None	None	True	None	None		1	33	membrane frizzled-related protein	None	None
None	MESH:D001779	Blood Coagulation Factors	None	None	None	None	True	None	None		1	18	coagulation factor	None	None
None	HGNC:9568	PSME1	None	None	None	None	True	None	None		1	38	proteasome activator complex subunit 1	None	None
None	HGNC:6342	KIT	None	None	None	None	True	None	None		1	41	mast/stem cell growth factor receptor kit	None	None
None	HGNC:3386	EPHA2	None	None	None	None	True	None	None		1	24	ephrin type-a receptor 2	None	None
None	HGNC:24356	CLEC1B	None	None	None	None	True	None	None		1	38	c-type lectin domain family 1 member b	None	None
None	HGNC:7739	NEFL	None	None	None	None	True	None	None		1	25	neurofilament light chain	None	None
None	HGNC:10875	SIGLEC6	None	None	None	None	True	None	None		1	36	sialic acid-binding ig-like lectin 6	None	None
None	HGNC:13469	TNFRSF21	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 21	None	None
None	HGNC:18173	ERAP1	None	None	None	None	True	None	None		1	38	endoplasmic reticulum aminopeptidase 1	None	None
None	HGNC:11921	TNFRSF6B	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 6b	None	None
None	HGNC:11932	TNFSF18	None	None	None	None	True	None	None		1	50	tumor necrosis factor ligand superfamily member 18	None	None
None	HGNC:172	ACVR1B	None	None	None	None	True	None	None		1	24	activin receptor type-1b	None	None
None	HGNC:11914	TNFRSF18	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 18	None	None
None	GO:0008119	thiopurine S-methyltransferase activity	None	None	None	None	True	None	None		1	37	thiopurine methyltransferase activity	None	None
None	HGNC:6400	KPNB1	None	None	None	None	True	None	None		1	23	importin subunit beta-1	None	None
None	HGNC:3300	EIF5A	None	None	None	None	True	None	None		1	45	eukaryotic translation initiation factor 5a-1	None	None
None	HGNC:3542	F5	None	None	None	None	True	None	None		1	20	coagulation factor v	None	None
None	MESH:D005165	Factor V	None	None	None	None	True	None	None		1	20	coagulation factor v	None	None
None	HGNC:11898	TNFAIP6	None	None	None	None	True	None	None		1	46	tumor necrosis factor-inducible gene 6 protein	None	None
None	HGNC:14668	MMEL1	None	None	None	None	True	None	None		1	37	membrane metallo-endopeptidase-like 1	None	None
None	HGNC:11909	TNFRSF11B	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 11b	None	None
None	HGNC:11916	TNFRSF1A	None	None	None	None	True	None	None		1	32	tumor necrosis factor receptor 1	None	None
None	HGNC:5034	HNRNPAB	None	None	None	None	True	None	None		1	43	heterogeneous nuclear ribonucleoprotein a/b	None	None
None	HGNC:11892	TNF	None	None	None	None	True	None	None		1	27	tumor necrosis factor-alpha	None	None
None	HGNC:17104	CDON	None	None	None	None	True	None	None		1	58	cell adhesion molecule-related/down-regulated by oncogenes	None	None
None	HGNC:6722	BCAM	None	None	None	None	True	None	None		1	28	basal cell adhesion molecule	None	None
None	HGNC:9570	PSME3	None	None	None	None	True	None	None		1	38	proteasome activator complex subunit 3	None	None
None	HGNC:3297	EIF4G2	None	None	None	None	True	None	None		1	50	eukaryotic translation initiation factor 4 gamma 2	None	None
None	HGNC:17935	CD207	None	None	None	None	True	None	None		1	38	c-type lectin domain family 4 member k	None	None
None	HGNC:3387	EPHA3	None	None	None	None	True	None	None		1	24	ephrin type-a receptor 3	None	None
None	HGNC:1659	CD33	None	None	None	None	True	None	None		1	33	myeloid cell surface antigen cd33	None	None
None	HGNC:10878	SIGLEC9	None	None	None	None	True	None	None		1	36	sialic acid-binding ig-like lectin 9	None	None
None	HGNC:11910	TNFRSF25	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 25	None	None
None	HGNC:3289	EIF4EBP2	None	None	None	None	True	None	None		1	61	eukaryotic translation initiation factor 4e-binding protein 2	None	None
None	HGNC:30528	DNAJC19	None	None	None	None	True	None	None		1	61	mitochondrial import inner membrane translocase subunit tim14	None	None
None	HGNC:7994	NRCAM	None	None	None	None	True	None	None		1	31	neuronal cell adhesion molecule	None	None
None	HGNC:9817	RAD51	None	None	None	None	True	None	None		1	34	dna repair protein rad51 homolog 1	None	None
None	HGNC:11934	TNFSF4	None	None	None	None	True	None	None		1	49	tumor necrosis factor ligand superfamily member 4	None	None
None	HGNC:2895	EDAR	None	None	None	None	True	None	None		1	54	tumor necrosis factor receptor superfamily member edar	None	None
None	HGNC:6066	INHBA	None	None	None	None	True	None	None		1	20	inhibin beta a chain	None	None
None	MESH:C103008	inhibin beta A subunit	None	None	None	None	True	None	None		1	20	inhibin beta a chain	None	None
None	HGNC:6709	LTA	None	None	None	None	True	None	None		1	26	tumor necrosis factor beta	None	None
None	HGNC:11915	TNFRSF19	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 19	None	None
None	HGNC:6901	MASP1	None	None	None	None	True	None	None		1	39	mannan-binding lectin serine protease 1	None	None
None	HGNC:11923	TNFRSF8	None	None	None	None	True	None	None		1	51	tumor necrosis factor receptor superfamily member 8	None	None
None	GO:0042627	chylomicron	None	None	None	None	True	None	None		1	11	chylomicron	None	None
None	HGNC:18152	TNFRSF12A	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 12a	None	None
None	HGNC:3528	F10	None	None	None	None	True	None	None		1	20	coagulation factor x	None	None
None	CHEBI:4964	Factor X	None	None	None	None	True	None	None		1	20	coagulation factor x	None	None
None	HGNC:11162	SNRPF	None	None	None	None	True	None	None		1	33	small nuclear ribonucleoprotein f	None	None
None	HGNC:5044	HNRNPK	None	None	None	None	True	None	None		1	41	heterogeneous nuclear ribonucleoprotein k	None	None
None	HGNC:5951	CADM1	None	None	None	None	True	None	None		1	24	cell adhesion molecule 1	None	None
None	MESH:D000075982	Cell Adhesion Molecule-1	None	None	None	None	True	None	None		1	24	cell adhesion molecule 1	None	None
None	HGNC:9530	PSMA1	None	None	None	None	True	None	None		1	31	proteasome subunit alpha type-1	None	None
None	HGNC:13523	CLEC4M	None	None	None	None	True	None	None		1	38	c-type lectin domain family 4 member m	None	None
None	HGNC:2062	CLIC1	None	None	None	None	True	None	None		1	40	chloride intracellular channel protein 1	None	None
None	HGNC:3393	EPHB2	None	None	None	None	True	None	None		1	24	ephrin type-b receptor 2	None	None
None	HGNC:10899	SKP1	None	None	None	None	True	None	None		1	35	s-phase kinase-associated protein 1	None	None
None	HGNC:3389	EPHA5	None	None	None	None	True	None	None		1	24	ephrin type-a receptor 5	None	None
None	HGNC:3299	EIF5	None	None	None	None	True	None	None		1	42	eukaryotic translation initiation factor 5	None	None
None	HGNC:11917	TNFRSF1B	None	None	None	None	True	None	None		1	33	tumor necrosis factor receptor ii	None	None
None	MESH:D047889	Receptors, Tumor Necrosis Factor, Type II	None	None	None	None	True	None	None		1	33	tumor necrosis factor receptor ii	None	None
None	HGNC:17756	EDA2R	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 27	None	None
None	HGNC:6470	L1CAM	None	None	None	None	True	None	None		1	32	neural cell adhesion molecule l1	None	None
None	HGNC:13764	RELT	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 19l	None	None
None	HGNC:18153	TNFRSF13B	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 13b	None	None
None	HGNC:12663	VCAM1	None	None	None	None	True	None	None		1	33	vascular cell adhesion molecule-1	None	None
None	HGNC:18788	KLRK1	None	None	None	None	True	None	None		1	40	nkg2-d type ii integral membrane protein	None	None
None	HGNC:16918	SYNCRIP	None	None	None	None	True	None	None		1	41	heterogeneous nuclear ribonucleoprotein q	None	None
None	HGNC:17601	CADM3	None	None	None	None	True	None	None		1	24	cell adhesion molecule 3	None	None
None	HGNC:9531	PSMA2	None	None	None	None	True	None	None		1	31	proteasome subunit alpha type-2	None	None
None	HGNC:12823	XPNPEP2	None	None	None	None	True	None	None		1	31	membrane-bound aminopeptidase p	None	None
None	HGNC:3385	EPHA1	None	None	None	None	True	None	None		1	24	ephrin type-a receptor 1	None	None
None	HGNC:11925	TNFSF10	None	None	None	None	True	None	None		1	50	tumor necrosis factor ligand superfamily member 10	None	None
None	HGNC:13361	MEPE	None	None	None	None	True	None	None		1	40	matrix extracellular phosphoglycoprotein	None	None
None	HGNC:11909	TNFRSF11B	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 11b	None	None
None	HGNC:11891	CLEC3B	None	None	None	None	True	None	None		1	38	c-type lectin domain family 3 member b	None	None
None	CHEBI:47773	very-low-density lipoprotein cholesterol	None	None	None	None	True	None	None		1	16	vldl cholesterol	None	None
None	HGNC:3535	F2	None	None	None	None	True	None	None		1	21	coagulation factor ii	None	None
